news_id	publish_time
N4427	2019-11-12 04:40:16
N44271	2019-11-10 15:08:15
N44273	2019-11-14 02:51:44
N44276	2019-11-10 04:48:29
N44278	2019-11-09 08:14:53
N4428	2019-11-12 16:57:40
N44283	2019-11-09 12:29:01
N44285	2019-11-13 04:41:32
N44287	2019-11-14 03:11:05
N44288	2019-11-12 07:20:07
N44289	2019-11-15 01:26:34
N44290	2019-11-11 11:40:56
N44293	2019-11-09 04:23:31
N44298	2019-11-11 11:20:56
N44299	2019-11-11 07:59:22
N443	2019-11-09 16:34:13
N44302	2019-11-12 05:02:30
N44305	2019-11-15 03:02:58
N44307	2019-11-13 18:01:37
N44309	2019-11-14 16:15:42
N44314	2019-11-11 04:36:31
N44316	2019-11-11 07:59:59
N44320	2019-11-12 08:01:53
N44322	2019-11-15 07:50:20
N44324	2019-11-09 00:18:04
N4433	2019-11-12 16:32:35
N44330	2019-11-11 16:16:15
N44332	2019-11-12 15:06:12
N44334	2019-11-13 13:46:17
N44340	2019-11-13 10:29:43
N44341	2019-11-09 06:04:20
N44342	2019-11-13 07:14:41
N44346	2019-11-15 00:04:47
N44347	2019-11-09 02:36:47
N44348	2019-11-09 01:25:49
N44351	2019-11-11 07:56:16
N44352	2019-11-11 09:38:35
N44357	2019-11-09 01:29:13
N44358	2019-11-13 15:16:03
N44359	2019-11-13 09:13:36
N44366	2019-11-10 09:53:18
N44373	2019-11-12 02:52:51
N44374	2019-11-14 09:28:09
N44380	2019-11-13 13:05:08
N44381	2019-11-14 03:34:59
N44384	2019-11-10 09:32:17
N44390	2019-11-14 10:06:36
N44391	2019-11-13 10:45:57
N44392	2019-11-09 12:55:59
N44394	2019-11-15 05:11:41
N44397	2019-11-11 20:27:05
N44399	2019-11-09 08:46:56
N44401	2019-11-12 20:51:24
N44408	2019-11-15 00:05:26
N44410	2019-11-09 11:32:12
N44412	2019-11-14 06:00:17
N44413	2019-11-13 05:28:45
N44415	2019-11-09 14:16:05
N44417	2019-11-15 17:04:46
N4442	2019-11-14 21:58:42
N44422	2019-11-10 16:10:03
N44423	2019-11-09 07:22:07
N44427	2019-11-14 06:04:42
N44430	2019-11-09 12:34:52
N44432	2019-11-13 05:56:21
N44434	2019-11-14 05:00:34
N44440	2019-11-11 16:04:40
N44443	2019-11-13 07:29:07
N44444	2019-11-13 06:12:14
N44446	2019-11-11 09:48:29
N44448	2019-11-15 07:19:17
N44449	2019-11-12 23:55:42
N44453	2019-11-13 06:02:07
N44460	2019-11-15 09:11:59
N44461	2019-11-13 09:28:00
N44463	2019-11-15 07:34:48
N44465	2019-11-13 09:01:42
N44476	2019-11-15 06:30:37
N44477	2019-11-10 19:47:08
N44483	2019-11-12 04:36:51
N44486	2019-11-13 11:25:00
N44487	2019-11-15 05:40:09
N44488	2019-11-13 02:58:59
N44489	2019-11-10 15:49:28
N44492	2019-11-15 05:11:26
N44493	2019-11-11 20:26:00
N44496	2019-11-15 20:40:16
N44497	2019-11-13 20:26:04
N44499	2019-11-15 09:30:50
N445	2019-11-15 05:02:26
N4450	2019-11-09 01:25:49
N44505	2019-11-09 08:30:02
N44507	2019-11-14 03:57:51
N44508	2019-11-11 04:12:23
N4451	2019-11-09 15:40:42
N44514	2019-11-10 17:45:09
N44516	2019-11-11 16:01:29
N44519	2019-11-15 03:34:45
N44528	2019-11-11 12:37:53
N4453	2019-11-13 10:09:35
N44531	2019-11-10 03:53:07
N44532	2019-11-12 15:24:46
N44533	2019-11-13 03:10:41
N44534	2019-11-11 10:38:00
N44540	2019-11-09 22:18:15
N44550	2019-11-09 05:34:44
N44552	2019-11-10 16:48:39
N44554	2019-11-15 18:23:42
N44556	2019-11-14 09:25:40
N44557	2019-11-15 13:48:40
N44558	2019-11-14 18:15:32
N44560	2019-11-11 04:29:25
N44563	2019-11-09 03:15:04
N44564	2019-11-13 05:21:35
N44566	2019-11-10 08:44:47
N44568	2019-11-12 19:32:45
N44569	2019-11-11 07:15:20
N44571	2019-11-12 03:32:46
N44575	2019-11-14 07:00:08
N44577	2019-11-13 16:38:18
N44578	2019-11-09 06:04:56
N4458	2019-11-10 07:11:30
N44580	2019-11-10 16:36:43
N44581	2019-11-13 21:30:28
N44583	2019-11-12 16:09:55
N44585	2019-11-09 04:02:36
N44588	2019-11-15 07:34:48
N44589	2019-11-09 05:10:52
N4459	2019-11-13 05:45:18
N44593	2019-11-11 07:56:16
N44596	2019-11-11 21:29:01
N44597	2019-11-10 07:15:39
N44601	2019-11-09 08:30:02
N44604	2019-11-13 12:59:58
N44605	2019-11-13 10:40:37
N44608	2019-11-15 12:23:01
N44615	2019-11-11 21:52:26
N44616	2019-11-09 08:14:53
N44619	2019-11-10 02:57:41
N44621	2019-11-15 03:16:10
N44623	2019-11-10 08:52:45
N44624	2019-11-12 17:11:53
N44626	2019-11-11 15:01:09
N44627	2019-11-11 12:24:08
N44628	2019-11-09 00:08:23
N44635	2019-11-09 17:58:21
N44639	2019-11-14 14:09:46
N4464	2019-11-11 18:01:41
N44640	2019-11-14 18:02:44
N44641	2019-11-11 19:49:45
N44644	2019-11-14 14:02:48
N44645	2019-11-15 16:22:02
N44646	2019-11-13 04:59:04
N44648	2019-11-15 12:45:35
N44651	2019-11-09 19:51:16
N44652	2019-11-11 08:40:22
N44655	2019-11-15 19:15:24
N4466	2019-11-12 01:33:56
N44663	2019-11-10 15:19:54
N44664	2019-11-09 13:28:08
N44668	2019-11-11 03:30:38
N44669	2019-11-09 05:57:52
N44670	2019-11-10 08:32:45
N44671	2019-11-11 18:58:51
N44672	2019-11-12 05:02:18
N44678	2019-11-09 14:08:18
N44679	2019-11-09 02:46:06
N44682	2019-11-15 12:19:58
N44683	2019-11-11 10:10:26
N44685	2019-11-13 11:04:32
N44687	2019-11-15 05:20:23
N44689	2019-11-10 16:56:46
N44690	2019-11-12 04:16:10
N44692	2019-11-09 16:45:24
N44694	2019-11-09 16:48:56
N44698	2019-11-13 16:47:31
N44705	2019-11-09 19:33:06
N44710	2019-11-11 04:24:08
N44717	2019-11-15 18:21:21
N44722	2019-11-14 16:12:54
N44723	2019-11-13 12:03:43
N44727	2019-11-13 11:58:04
N44728	2019-11-09 08:11:51
N44729	2019-11-14 21:43:15
N44733	2019-11-09 04:33:56
N44734	2019-11-13 05:20:53
N44737	2019-11-09 00:24:15
N44742	2019-11-11 19:00:50
N44746	2019-11-11 15:01:03
N44749	2019-11-11 13:10:41
N4475	2019-11-09 04:40:25
N44755	2019-11-13 09:29:47
N44756	2019-11-12 16:06:18
N44757	2019-11-10 15:17:37
N44758	2019-11-11 22:38:01
N4476	2019-11-14 18:15:32
N44760	2019-11-15 19:44:56
N44761	2019-11-12 08:04:45
N44763	2019-11-10 06:31:02
N44764	2019-11-11 09:33:25
N44765	2019-11-15 13:45:55
N44769	2019-11-14 09:42:47
N4477	2019-11-15 23:50:32
N44772	2019-11-15 04:20:03
N44776	2019-11-12 08:41:10
N44777	2019-11-13 10:10:22
N44786	2019-11-12 04:16:16
N44787	2019-11-15 02:54:24
N44789	2019-11-15 00:15:27
N44792	2019-11-09 18:45:03
N44795	2019-11-15 13:30:38
N44801	2019-11-13 18:11:09
N44803	2019-11-13 10:05:26
N44805	2019-11-09 00:16:38
N44806	2019-11-13 13:04:30
N44807	2019-11-13 03:35:19
N44808	2019-11-09 19:39:33
N44809	2019-11-13 17:24:07
N4481	2019-11-14 06:53:48
N44810	2019-11-12 18:52:22
N44811	2019-11-13 17:14:57
N44812	2019-11-12 23:16:39
N44814	2019-11-13 13:41:59
N44815	2019-11-10 16:10:03
N44818	2019-11-10 16:10:03
N44823	2019-11-14 23:01:27
N44824	2019-11-14 16:42:04
N44825	2019-11-11 11:13:18
N44830	2019-11-09 16:39:39
N44831	2019-11-09 16:27:26
N44832	2019-11-09 16:48:56
N44834	2019-11-11 22:08:20
N44836	2019-11-12 13:20:31
N44842	2019-11-12 13:54:50
N44845	2019-11-09 05:20:14
N44847	2019-11-15 03:59:08
N4485	2019-11-14 07:40:08
N44850	2019-11-12 10:14:43
N44853	2019-11-15 06:08:45
N44854	2019-11-14 03:02:46
N44855	2019-11-15 04:30:28
N44859	2019-11-14 05:56:50
N44860	2019-11-14 08:04:08
N44861	2019-11-14 09:52:40
N44865	2019-11-09 01:29:13
N44866	2019-11-14 14:50:52
N44868	2019-11-13 13:15:51
N44869	2019-11-14 18:26:19
N44870	2019-11-09 08:22:39
N44871	2019-11-11 16:05:44
N44872	2019-11-13 11:14:50
N44875	2019-11-09 10:10:05
N4488	2019-11-12 20:06:46
N44880	2019-11-09 02:18:55
N44886	2019-11-11 07:10:57
N44887	2019-11-09 00:49:15
N44890	2019-11-09 02:18:55
N44897	2019-11-15 04:28:41
N44898	2019-11-11 19:33:59
N44899	2019-11-13 07:02:26
N44903	2019-11-15 16:00:32
N44907	2019-11-13 17:55:11
N44910	2019-11-10 15:05:22
N44915	2019-11-11 15:46:04
N44920	2019-11-12 15:23:34
N44922	2019-11-09 16:34:00
N44924	2019-11-12 10:52:22
N44926	2019-11-15 05:44:05
N44928	2019-11-09 02:11:41
N44929	2019-11-11 00:21:03
N44930	2019-11-11 13:10:41
N44932	2019-11-11 17:16:52
N44934	2019-11-15 15:05:05
N44941	2019-11-12 13:43:36
N44948	2019-11-11 06:28:41
N4495	2019-11-09 12:12:15
N44950	2019-11-09 17:01:43
N44954	2019-11-09 17:08:11
N44958	2019-11-13 10:22:57
N44964	2019-11-12 04:51:11
N44966	2019-11-09 16:48:56
N44967	2019-11-15 08:03:29
N44969	2019-11-13 12:06:39
N44971	2019-11-15 16:24:29
N44978	2019-11-13 17:22:35
N44979	2019-11-09 00:58:52
N4498	2019-11-10 07:01:32
N44981	2019-11-11 16:22:20
N44982	2019-11-11 13:27:23
N44983	2019-11-09 01:01:16
N44985	2019-11-09 11:28:06
N44987	2019-11-10 08:35:45
N44988	2019-11-11 09:47:38
N44991	2019-11-11 18:34:43
N44996	2019-11-11 11:11:12
N44997	2019-11-12 18:01:05
N44998	2019-11-15 06:50:37
N4500	2019-11-15 03:22:14
N45001	2019-11-11 16:40:15
N45004	2019-11-11 03:26:46
N45010	2019-11-14 14:21:25
N45015	2019-11-15 09:39:31
N45016	2019-11-11 16:24:14
N45017	2019-11-14 05:23:58
N45023	2019-11-14 03:32:23
N45024	2019-11-11 13:09:17
N4503	2019-11-12 07:15:22
N45032	2019-11-12 13:29:28
N45038	2019-11-11 11:47:15
N4504	2019-11-13 18:35:45
N45043	2019-11-14 08:54:58
N45046	2019-11-13 03:27:30
N4505	2019-11-10 06:31:02
N45052	2019-11-10 03:41:40
N45057	2019-11-14 21:58:42
N45058	2019-11-13 09:41:45
N4506	2019-11-12 02:29:54
N45061	2019-11-09 17:17:04
N45062	2019-11-10 12:07:35
N45065	2019-11-09 00:14:30
N45067	2019-11-15 11:58:57
N45068	2019-11-12 12:19:44
N45074	2019-11-14 04:44:14
N45076	2019-11-10 18:10:46
N4508	2019-11-09 02:08:08
N45083	2019-11-09 14:54:44
N45084	2019-11-13 16:01:41
N45086	2019-11-13 12:13:09
N45092	2019-11-14 12:38:16
N45095	2019-11-14 22:09:08
N45096	2019-11-11 13:04:10
N45097	2019-11-10 07:25:59
N45098	2019-11-14 06:00:06
N4510	2019-11-12 16:26:12
N45100	2019-11-09 19:03:43
N45107	2019-11-09 14:04:18
N45118	2019-11-15 11:32:14
N45120	2019-11-10 16:25:51
N45121	2019-11-10 13:36:50
N45123	2019-11-10 08:44:03
N45124	2019-11-09 06:10:36
N4513	2019-11-09 00:28:07
N45137	2019-11-10 06:11:18
N4514	2019-11-09 06:04:03
N45148	2019-11-09 08:49:08
N45149	2019-11-09 03:09:17
N4515	2019-11-15 08:10:03
N45153	2019-11-13 02:49:11
N45158	2019-11-13 07:04:55
N45159	2019-11-09 22:18:15
N45161	2019-11-13 01:15:33
N45163	2019-11-15 04:01:02
N45164	2019-11-11 06:13:54
N45168	2019-11-10 10:15:21
N45169	2019-11-11 11:59:20
N45171	2019-11-09 00:16:38
N45173	2019-11-12 01:51:47
N45178	2019-11-14 21:58:42
N45190	2019-11-09 04:59:35
N452	2019-11-11 11:54:56
N45208	2019-11-15 05:26:46
N45209	2019-11-09 05:29:59
N45210	2019-11-09 16:43:29
N45211	2019-11-09 11:08:04
N45212	2019-11-13 17:32:28
N45213	2019-11-13 06:43:29
N45222	2019-11-09 14:52:38
N45224	2019-11-10 08:14:21
N45226	2019-11-12 05:35:51
N45227	2019-11-09 01:51:05
N45228	2019-11-12 15:09:47
N45233	2019-11-12 21:28:43
N45236	2019-11-15 04:15:40
N45237	2019-11-10 06:50:50
N45240	2019-11-12 19:34:29
N45243	2019-11-15 14:26:55
N45246	2019-11-13 06:49:18
N45254	2019-11-11 04:24:33
N45260	2019-11-10 16:03:21
N45261	2019-11-13 17:30:51
N45263	2019-11-09 18:36:45
N45264	2019-11-15 17:10:51
N45265	2019-11-11 05:42:35
N45266	2019-11-13 00:24:59
N45267	2019-11-12 16:04:21
N45269	2019-11-09 02:04:34
N45270	2019-11-10 22:55:34
N45272	2019-11-12 06:10:18
N45273	2019-11-11 06:03:10
N45274	2019-11-14 12:24:44
N45275	2019-11-11 12:00:07
N4528	2019-11-12 16:01:09
N45280	2019-11-15 10:57:14
N45283	2019-11-12 23:08:47
N45284	2019-11-13 17:34:40
N45287	2019-11-13 00:48:11
N45289	2019-11-14 16:20:15
N45293	2019-11-15 01:20:11
N45294	2019-11-10 22:03:49
N45295	2019-11-14 09:39:51
N45298	2019-11-12 05:45:51
N453	2019-11-11 16:01:46
N45302	2019-11-14 06:13:12
N45303	2019-11-13 12:50:17
N45312	2019-11-10 08:32:45
N45313	2019-11-12 16:03:47
N45315	2019-11-14 19:35:19
N45317	2019-11-12 20:51:24
N45319	2019-11-14 16:05:08
N4532	2019-11-14 09:26:43
N45323	2019-11-15 04:31:00
N45324	2019-11-09 01:07:31
N45327	2019-11-13 10:56:30
N45338	2019-11-14 22:04:46
N4534	2019-11-13 02:14:18
N45340	2019-11-14 16:31:43
N45341	2019-11-14 05:51:58
N45342	2019-11-14 05:36:00
N45346	2019-11-14 16:39:54
N45348	2019-11-10 06:26:33
N45350	2019-11-14 13:49:59
N45353	2019-11-15 12:10:17
N45357	2019-11-13 16:03:41
N45361	2019-11-14 14:29:27
N45366	2019-11-11 06:25:21
N45367	2019-11-09 02:59:47
N45368	2019-11-11 16:07:20
N45369	2019-11-11 13:51:54
N4537	2019-11-13 03:50:44
N45375	2019-11-10 16:01:54
N45376	2019-11-11 16:41:41
N4538	2019-11-11 05:34:00
N45383	2019-11-13 01:19:27
N45384	2019-11-15 05:00:13
N45389	2019-11-11 17:47:55
N45397	2019-11-14 12:56:47
N45398	2019-11-09 19:30:01
N4540	2019-11-12 11:14:41
N45404	2019-11-11 05:29:32
N45416	2019-11-15 17:59:55
N45417	2019-11-15 12:28:01
N45418	2019-11-13 12:16:25
N45421	2019-11-11 17:28:30
N45422	2019-11-12 04:53:11
N45425	2019-11-13 17:43:34
N45427	2019-11-09 05:14:08
N45428	2019-11-09 00:31:17
N45431	2019-11-12 11:59:13
N45434	2019-11-09 18:36:45
N45435	2019-11-13 21:25:01
N45441	2019-11-11 15:51:10
N45442	2019-11-12 16:57:40
N45444	2019-11-13 11:35:45
N45445	2019-11-09 00:16:38
N45448	2019-11-12 10:16:37
N45449	2019-11-09 05:12:18
N45453	2019-11-13 08:28:21
N45455	2019-11-15 13:52:02
N45456	2019-11-11 02:00:54
N45457	2019-11-09 16:48:56
N45459	2019-11-13 03:07:37
N45460	2019-11-12 17:36:09
N45462	2019-11-09 00:36:31
N45466	2019-11-15 13:33:35
N45467	2019-11-11 07:07:04
N45470	2019-11-13 06:08:50
N45475	2019-11-12 10:19:35
N45479	2019-11-15 13:24:43
N4548	2019-11-10 07:56:43
N45480	2019-11-12 14:59:57
N45489	2019-11-10 23:16:46
N4549	2019-11-12 00:46:12
N45492	2019-11-11 03:10:25
N45498	2019-11-14 20:55:36
N45499	2019-11-12 16:26:12
N4550	2019-11-09 00:59:42
N45500	2019-11-15 06:06:48
N45501	2019-11-14 14:02:59
N45505	2019-11-13 11:41:26
N45506	2019-11-12 05:40:07
N45509	2019-11-12 17:47:15
N45515	2019-11-15 16:04:21
N45516	2019-11-14 13:44:35
N45518	2019-11-12 08:11:00
N4552	2019-11-12 05:02:30
N45523	2019-11-13 17:51:58
N45528	2019-11-12 07:37:01
N45531	2019-11-10 03:30:26
N45534	2019-11-10 08:38:12
N4554	2019-11-15 11:22:31
N45543	2019-11-09 00:05:52
N45547	2019-11-13 04:49:16
N45548	2019-11-14 16:31:56
N4555	2019-11-13 08:35:49
N45550	2019-11-09 04:24:37
N45551	2019-11-11 18:03:04
N45552	2019-11-13 13:05:08
N45554	2019-11-11 06:12:59
N4556	2019-11-15 15:16:28
N45561	2019-11-09 00:36:31
N45563	2019-11-11 07:51:37
N45566	2019-11-10 09:09:09
N45572	2019-11-14 14:43:16
N45576	2019-11-15 06:48:35
N45585	2019-11-14 08:28:03
N45586	2019-11-15 04:55:02
N45588	2019-11-09 17:17:53
N45590	2019-11-12 14:38:31
N45595	2019-11-11 03:04:35
N45599	2019-11-13 13:05:20
N456	2019-11-11 15:51:10
N4560	2019-11-09 03:44:50
N45601	2019-11-12 12:54:37
N45602	2019-11-15 11:15:56
N45603	2019-11-12 16:25:02
N45609	2019-11-09 10:29:06
N45611	2019-11-15 11:12:07
N45612	2019-11-14 16:15:35
N45616	2019-11-10 18:56:45
N45618	2019-11-12 15:45:00
N45623	2019-11-12 12:41:06
N45625	2019-11-15 06:58:27
N45629	2019-11-15 06:41:06
N45630	2019-11-15 10:59:18
N45632	2019-11-13 17:48:36
N45633	2019-11-10 18:23:50
N45634	2019-11-11 04:24:33
N45638	2019-11-13 08:30:14
N45642	2019-11-12 17:16:37
N45643	2019-11-11 04:32:14
N45646	2019-11-10 14:06:17
N45649	2019-11-13 10:46:12
N45655	2019-11-09 00:06:44
N45660	2019-11-10 16:10:03
N45664	2019-11-11 08:51:08
N45666	2019-11-15 17:29:25
N45671	2019-11-14 13:44:18
N45672	2019-11-11 19:08:26
N45673	2019-11-09 00:38:43
N45676	2019-11-15 14:11:06
N4568	2019-11-10 17:57:13
N45680	2019-11-14 14:45:24
N45688	2019-11-12 14:07:45
N45689	2019-11-13 05:06:41
N4569	2019-11-11 04:45:31
N45697	2019-11-12 00:58:48
N45700	2019-11-14 06:05:41
N45701	2019-11-15 08:05:47
N45704	2019-11-12 07:01:54
N45706	2019-11-12 01:10:57
N45711	2019-11-14 18:47:32
N45715	2019-11-10 06:31:02
N45719	2019-11-12 18:55:14
N45720	2019-11-13 06:53:36
N45721	2019-11-12 10:16:37
N45723	2019-11-11 06:25:21
N45724	2019-11-10 06:32:48
N45725	2019-11-11 16:23:56
N45726	2019-11-14 11:17:18
N45728	2019-11-13 07:06:38
N4573	2019-11-13 05:51:12
N45734	2019-11-13 20:06:22
N45736	2019-11-09 17:35:15
N45738	2019-11-09 10:17:27
N45739	2019-11-09 17:04:36
N4574	2019-11-11 10:31:53
N45741	2019-11-09 17:05:39
N45742	2019-11-12 16:57:40
N45743	2019-11-09 08:28:01
N45744	2019-11-14 07:12:56
N45747	2019-11-10 16:23:17
N45748	2019-11-13 06:08:05
N45749	2019-11-09 01:54:15
N45752	2019-11-10 11:16:51
N45754	2019-11-15 12:39:25
N45757	2019-11-09 02:36:47
N45759	2019-11-11 12:09:13
N4576	2019-11-13 14:03:48
N45760	2019-11-15 05:32:11
N45764	2019-11-11 07:06:43
N45765	2019-11-11 04:18:41
N45766	2019-11-11 06:58:22
N45769	2019-11-11 10:35:18
N4577	2019-11-14 13:38:26
N45772	2019-11-11 06:02:31
N45773	2019-11-09 17:40:46
N45777	2019-11-11 12:39:40
N45779	2019-11-15 16:07:06
N45780	2019-11-14 13:47:01
N45783	2019-11-11 04:09:55
N45786	2019-11-14 11:42:53
N45787	2019-11-13 05:53:59
N45789	2019-11-12 21:26:54
N45793	2019-11-15 19:43:28
N45798	2019-11-10 15:44:11
N45799	2019-11-13 09:16:52
N45800	2019-11-11 14:42:51
N45802	2019-11-11 16:38:23
N45804	2019-11-15 13:13:43
N4581	2019-11-10 16:28:58
N45812	2019-11-14 05:31:41
N45813	2019-11-09 22:56:21
N45815	2019-11-10 11:50:02
N45816	2019-11-11 22:50:07
N45820	2019-11-09 06:50:12
N45821	2019-11-09 09:18:23
N45826	2019-11-14 08:20:52
N45827	2019-11-14 03:45:33
N4583	2019-11-09 15:25:17
N45830	2019-11-12 03:44:21
N45831	2019-11-13 17:55:42
N45838	2019-11-10 14:03:03
N45839	2019-11-09 19:03:43
N4584	2019-11-10 07:51:32
N45845	2019-11-10 20:21:12
N45849	2019-11-09 01:12:20
N45855	2019-11-11 10:28:07
N45858	2019-11-11 15:46:17
N4586	2019-11-09 07:38:00
N45860	2019-11-11 11:56:42
N45868	2019-11-14 20:34:32
N45871	2019-11-12 04:14:33
N45873	2019-11-09 01:52:03
N45879	2019-11-12 17:38:10
N4588	2019-11-11 05:36:12
N45882	2019-11-10 20:36:23
N45884	2019-11-13 11:48:32
N45886	2019-11-12 10:17:39
N45887	2019-11-09 04:29:26
N45888	2019-11-15 13:37:09
N4589	2019-11-13 17:03:10
N45890	2019-11-12 06:44:50
N45891	2019-11-13 09:22:28
N45894	2019-11-11 20:39:52
N45895	2019-11-09 04:23:31
N45896	2019-11-09 00:36:31
N45901	2019-11-12 16:09:30
N45905	2019-11-12 05:55:34
N45906	2019-11-13 12:32:07
N45910	2019-11-13 15:26:29
N45912	2019-11-15 02:20:10
N45913	2019-11-13 05:22:47
N45916	2019-11-12 13:17:00
N45921	2019-11-10 13:44:05
N45923	2019-11-12 17:35:57
N45931	2019-11-12 02:58:00
N45936	2019-11-10 07:51:03
N45938	2019-11-10 10:54:17
N45939	2019-11-12 16:19:12
N45940	2019-11-14 06:31:35
N45947	2019-11-15 14:59:20
N45948	2019-11-09 03:35:28
N4595	2019-11-10 13:43:06
N45950	2019-11-14 07:28:17
N45952	2019-11-13 11:25:10
N45953	2019-11-14 13:44:25
N45958	2019-11-14 16:15:35
N45960	2019-11-13 06:11:51
N45961	2019-11-14 11:34:03
N45964	2019-11-09 00:23:17
N45967	2019-11-15 19:54:20
N45969	2019-11-11 11:26:32
N45975	2019-11-11 16:42:27
N4598	2019-11-12 19:56:21
N45980	2019-11-15 11:10:18
N45981	2019-11-14 02:59:44
N45983	2019-11-13 16:18:44
N45984	2019-11-11 09:10:23
N45985	2019-11-09 05:26:21
N45986	2019-11-15 09:52:16
N45987	2019-11-12 04:11:44
N45988	2019-11-15 16:00:42
N45991	2019-11-11 19:02:50
N45993	2019-11-10 07:51:32
N46	2019-11-13 13:49:48
N46004	2019-11-13 16:30:51
N46012	2019-11-12 17:26:41
N46015	2019-11-11 09:05:52
N46016	2019-11-11 06:00:18
N46017	2019-11-10 16:16:02
N46020	2019-11-10 08:20:04
N46022	2019-11-13 11:27:42
N46024	2019-11-13 10:38:58
N46029	2019-11-11 04:45:31
N46031	2019-11-14 07:35:37
N46034	2019-11-15 12:39:35
N46036	2019-11-13 10:21:09
N46037	2019-11-14 04:49:40
N46038	2019-11-11 10:55:19
N46043	2019-11-12 19:42:54
N46046	2019-11-09 00:17:28
N46047	2019-11-09 03:14:37
N4605	2019-11-15 03:51:35
N46050	2019-11-13 11:10:24
N46051	2019-11-09 04:27:12
N46055	2019-11-12 11:08:55
N46057	2019-11-09 00:00:19
N46058	2019-11-13 06:55:08
N46060	2019-11-11 12:31:17
N46061	2019-11-11 06:43:10
N46066	2019-11-14 05:46:54
N46069	2019-11-13 18:01:37
N46071	2019-11-11 17:53:09
N46074	2019-11-09 06:30:27
N46076	2019-11-15 16:26:38
N46079	2019-11-11 08:37:15
N4608	2019-11-12 08:21:05
N46083	2019-11-10 05:11:50
N46084	2019-11-15 17:50:35
N46087	2019-11-11 11:24:19
N46088	2019-11-14 05:50:03
N46092	2019-11-09 00:16:38
N46094	2019-11-13 09:00:08
N46095	2019-11-10 05:06:28
N46098	2019-11-13 06:15:10
N4610	2019-11-14 19:09:39
N46100	2019-11-15 07:20:41
N46102	2019-11-09 20:01:46
N46103	2019-11-15 08:25:20
N46104	2019-11-14 14:50:19
N46106	2019-11-09 06:30:00
N46109	2019-11-09 13:56:06
N4611	2019-11-12 03:21:12
N46111	2019-11-14 04:24:34
N46112	2019-11-13 20:26:04
N46113	2019-11-12 13:34:24
N46115	2019-11-09 14:27:10
N46118	2019-11-11 15:22:14
N4612	2019-11-12 16:14:42
N46121	2019-11-12 10:18:38
N46123	2019-11-14 10:31:15
N46126	2019-11-12 16:54:20
N46127	2019-11-15 12:24:52
N46130	2019-11-14 19:57:44
N46132	2019-11-15 05:11:41
N46134	2019-11-10 23:46:02
N46135	2019-11-13 02:28:01
N46136	2019-11-09 07:10:05
N46137	2019-11-09 01:07:31
N46139	2019-11-11 07:20:30
N46142	2019-11-09 12:19:32
N46146	2019-11-15 20:34:15
N46147	2019-11-10 08:04:46
N4615	2019-11-12 17:52:07
N46150	2019-11-13 23:11:37
N46152	2019-11-12 12:07:41
N46153	2019-11-09 06:15:18
N46154	2019-11-12 19:12:58
N46156	2019-11-11 21:28:04
N46159	2019-11-12 07:38:52
N46161	2019-11-11 14:25:38
N46162	2019-11-15 00:41:42
N46164	2019-11-09 00:54:20
N46165	2019-11-13 10:06:56
N46166	2019-11-11 11:10:04
N46167	2019-11-11 14:54:23
N46175	2019-11-09 00:17:28
N46176	2019-11-12 07:46:06
N46177	2019-11-09 06:32:54
N46178	2019-11-15 18:51:56
N46179	2019-11-09 14:16:05
N46182	2019-11-09 12:29:01
N46184	2019-11-13 06:15:36
N46185	2019-11-09 05:04:38
N46186	2019-11-13 06:54:32
N46188	2019-11-11 10:00:16
N4619	2019-11-09 07:37:32
N46191	2019-11-09 03:54:08
N46193	2019-11-15 01:14:16
N46199	2019-11-09 05:31:51
N462	2019-11-14 13:09:53
N4620	2019-11-09 15:48:14
N46200	2019-11-13 11:32:15
N46202	2019-11-13 11:02:37
N46203	2019-11-15 17:04:46
N46211	2019-11-10 08:32:45
N46213	2019-11-09 04:08:29
N46214	2019-11-15 17:56:01
N46219	2019-11-15 06:29:16
N46224	2019-11-12 20:46:45
N46225	2019-11-11 08:15:53
N46231	2019-11-09 09:20:40
N46232	2019-11-09 17:03:44
N46234	2019-11-11 08:27:58
N46236	2019-11-09 10:36:53
N46243	2019-11-14 09:20:50
N46248	2019-11-14 13:22:59
N46251	2019-11-13 21:19:32
N46258	2019-11-10 16:06:09
N4626	2019-11-10 11:46:24
N46261	2019-11-15 05:04:05
N46263	2019-11-14 06:54:28
N46266	2019-11-15 09:29:15
N46268	2019-11-14 18:35:50
N46270	2019-11-15 09:32:46
N46272	2019-11-10 00:55:20
N46277	2019-11-14 07:32:25
N46279	2019-11-12 08:48:14
N46282	2019-11-09 15:14:39
N46283	2019-11-13 16:29:00
N46289	2019-11-15 16:11:56
N46291	2019-11-12 04:13:55
N46295	2019-11-12 14:41:00
N46297	2019-11-14 10:13:29
N463	2019-11-14 08:09:08
N4630	2019-11-11 21:35:19
N46304	2019-11-14 14:45:31
N46307	2019-11-09 16:48:56
N46309	2019-11-10 13:50:03
N4631	2019-11-09 17:25:46
N46310	2019-11-14 08:11:38
N46311	2019-11-14 07:52:05
N46315	2019-11-13 15:42:38
N46317	2019-11-11 06:33:15
N46318	2019-11-11 17:43:48
N46319	2019-11-15 02:18:44
N46324	2019-11-13 21:32:45
N46326	2019-11-09 02:59:47
N46327	2019-11-14 07:06:11
N4633	2019-11-09 00:24:15
N46331	2019-11-13 10:41:38
N46336	2019-11-15 03:34:45
N46338	2019-11-14 16:01:11
